Obs_ID,Paper_Num,Old Num,duplicated_in,Added by,Author 1,Author 2,Author 3,Year,Title,Journal,Biome,Country,Latitud,Longitud,study year,Habitat,Substrate,Depth (m),Family,Genera,Species (seagrass),Ontogeny,Treatment_Nutrients,Treatment_CO2,Treatment_Tª,Treatment_Light,Treatment_Epiphytes,Treatment_Herbivory,Treatment_Multiple stres,Temperature_Treatment,Treatment_designation,Herbivore (category),Herbivore(type),Species (herbivore),Type of defense,Study description,Herb_manipulation,Macro_Herbivory_presence,Herbivory_info,Herbivory_quantification_assigned,Herbivory_approach,Details,Env.exp.Approach,Water samples (num),site,Treatment.type_CO2,Treatment.type_N,Treatment.type_Temp,Treatment.type_HW.hours,Treatment.type_recovery,treatment.type_Light,Treatment.type_herbivory_removal_percent,Replicates/treatment,duration.days,season,Size (L),Size(m2),Salinity,Salinity_SE,salinity_SD,Tª, Tª_SE,Tª_SD,Total_Alkalinity_TA_(umol/kg SW),TA_SE,TA_SD,pH,pH_SE,pH_SD,Light (mol photon/m2 d),Light (umol photon/m2 s),Light_SE (umol photon/m2 s),DIC_(umol/kg),DIC_SE,DIC_SD,pCO2_(uatm),pCO2_SE,pCO2_STD,CO2_umol/kg,CO2_SE,CO2_STD,CO2(aq)_(umol),CO2(aq)_(STD,HCO3_(umol/kg),HCO3_SE,Total_C (umol/kg),TC_SD,Total_CO2 (mM),Total_CO2 STD,CO32-,CO32-_SE,CO32-_SD,omega_ar,omega_ar_SE,omega_ar_SD,omega_ca,omega_ca_SE,omega_ca_SD,Nutrients_NH4_mean,Nutrients_NH4_SE,Nutrients_NH4_units,Nutrients_P_mean,Nutrients_P_SE,Nutrients_P_units,Nutrients_NO3_mean,Nutrients_NO3_SE,Nutrients_NO3_units,NO_mean NO (mg/L),NO_units,SENO,N,P,K,Yield_Mean ,Yield_SD,Yield_n,Yield_SE,ETRmax_Mean ,ETRmax_SD,ETR_units,ETRmax_n,ETRmax_SE,Ik_Mean ,Ik_units,Ik_SD,Ik_n ,Ik_SE,Ic_Mean ,Ic_units,Ic_SD,Ic_n,Ic_SE,Pmax_mean,Pmax_unit,Pmax_std,P_max_n,Pmax_SE,alpha_Mean ,alpha_SD,alpha_n,alpha_SE,NPP_Mean,NPP_units,NPP_SD,NPP_n,NPP_SE,R_Mean ,R_units,R_SD,R_n,R_SE,R_Mean ,R_units,R_SD,R_n,R_SE,Rrhiz_Mean ,Rrhiz_units,Rrhiz_SD,Rrhiz_n,Rrhiz_SE,GPP_Mean ,GPP_units,GPP_SD,GPP_n,GPP_SE,Energetic surplus (Pg:R)_Mean ,Energetic surplus (Pg:R)_SD,Energetic surplus (Pg:R)_n,Energetic surplus (Pg:R)_SE,Chla_Mean ,Chla_units,Chla_SD,Chla_n,Chla_SE,Chlb_Mean ,Chlb_units,Chlb_SD,Chlb_n,Chlb_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,BelowgroundBiomass_Mean ,BelowgroundBiomass_units,BelowgroundBiomass_SD,BelowgroundBiomass_n,BelowgroundBiomass_SE,A:B_Mean ,A:B_SD,A:B_n,A:B_SE,Total_Biomass_Mean ,Total_Biomass_units,Total_Biomass_SD,Total_Biomass_n,Total_Biomass_SE,shoot density(shoot/m2)_Mean ,shoot density(shoot/m2)_SD,shoot density(shoot/m2)_n,shoot density(shoot/m2)_SE,Plant cover(%)_Mean ,Plant cover(%)_SD,Plant cover(%)_n,Plant cover(%)_SE,Shoot recruitment_Mean ,Shoot recruitment_units,Shoot recruitment_SD,Shoot recruitment_n,Shoot recruitment_SE,Growth_plantpart_units,Growth_Mean ,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,CN_Mean ,CN_plantpart,CN_units,CN_n,CN_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,NO3uptake_Mean ,NO3uptake_SD,NO3uptake_n,NO3uptake_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,NSC_Mean ,NSC_units_plantparts,NSC_SD,NSC_n,NSC_SE,Field_Lab,notes,Other species present? Context,Epi_biomass_Mean ,Epi_biomass_units,Epi_biomass_SD,Epi_biomass_n,Epi_biomass_SE,Consumption_Mean,Consumption_units,Consumption_SD,Consumption_n,Consumption_SE,Exp. Approach Environment (obs/man) ,field/lab,Other species present? Context,Context notes,Epiphytes Scraped (y/n/NR),Epiphyte manipulation (y/n),Epiphyte notes,Epiphytes present during grazing
100,28,9,,GH,"Olsen, Y. S.","Sanchez-Camacho, M.","Marbá, N",2012,Mediterranean Seagrass Growth and Demography Responses to Experimental Warming,Estuarines and coasts,3,Spain,3ºE,39ºN,2009,subtidal,,,,Cymodocea,C. nodosa,Adult,n,n,y,n,n,n,n,very high,Treatment,,,,,,na,na,na,na,na,na,man,,Palma Bay,,,very high,,,,,3,90,summer,6,,37.8,0.04,,31.21,0.1,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01506985752,0.003656258863,3,0.002110942039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2559666076,Rhizome Growth (cm/d),0.04773563321,3,0.02756018069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1726584196,Leaf mass(g/shoot),0.05046166705,3,0.02913405706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,epiphytes allowed to grow on seagrass,no,no,epiphytes removed for some measurements,
101,28,9,,GH,"Olsen, Y. S.","Sanchez-Camacho, M.","Marbá, N",2012,Mediterranean Seagrass Growth and Demography Responses to Experimental Warming,Estuarines and coasts,3,Spain,3ºE,39ºN,2009,subtidal,,,,Cymodocea,C. nodosa,Adult,n,n,y,n,n,n,n,extreme,Treatment,,,,,,na,na,na,na,na,na,man,,Palma Bay,,,extreme,,,,,3,90,summer,6,,37.8,0.04,,31.84,0.13,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01143726657,0.002803291527,3,0.001618481118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3638973069,Rhizome Growth (cm/d),0.1996577522,3,0.115272457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08669527897,Leaf mass(g/shoot),0.03130897193,3,0.01807624337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,epiphytes allowed to grow on seagrass,no,no,epiphytes removed for some measurements,
102,29,10,,GH,"Niu, S.","Zhang, P.","Liu,J",2012,"The effect of temperature on the survival, growth, photosynthesis, and respiration of young seedlings of eelgrass Zostera marina L.",Aquaculture,5,China,122ºE,37ºN,2009,subtidal,,,,Zostera,Z. marina,seedling,n,n,y,n,n,n,n,lowest,Control,,,,,,NA,no,na,na,na,,man,,Lidao Bay,,,lowest,,,,,4,30,summer,20,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0990590459,mgO2/g h,0.04243949542,4,0.02121974771,,,,,,0.03209927271,mg 02/g h,0.004271274192,4,0.002135637096,,,,,,,,,,,,,,,7000,ug/g,160,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12925286,leaf length (mm),2.31150624,4,1.15575312,,,,,,,,,,,,,,,,9.508568957,,0.8855490079,4,0.442774504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,epis removed pre photosynthetic measurements,y,no,samples were cleaned with 'gauze' - assumed epis removed,
103,29,10,,GH,"Niu, S.","Zhang, P.","Liu,J",2012,"The effect of temperature on the survival, growth, photosynthesis, and respiration of young seedlings of eelgrass Zostera marina L.",Aquaculture,5,China,122ºE,37ºN,2009,subtidal,,,,Zostera,Z. marina,seedling,n,n,y,n,n,n,n,low,Treatment,,,,,,NA,no,na,na,na,,man,,Lidao Bay,,,low,,,,,4,30,summer,20,,30,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1314315651,mgO2/g h,0.04033981181,4,0.0201699059,,,,,,0.0802050376,mg 02/g h,0.01337469696,4,0.006687348482,,,,,,,,,,,,,,,6600,ug/g,40,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95606087,leaf length (mm),1.454949564,4,0.727474782,,,,,,,,,,,,,,,,12.47391469,,1.62188463,4,0.810942315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,epis removed pre photosynthetic measurements,y,no,samples were cleaned with 'gauze' - assumed epis removed,
104,29,10,,GH,"Niu, S.","Zhang, P.","Liu,J",2012,"The effect of temperature on the survival, growth, photosynthesis, and respiration of young seedlings of eelgrass Zostera marina L.",Aquaculture,5,China,122ºE,37ºN,2009,subtidal,,,,Zostera,Z. marina,seedling,n,n,y,n,n,n,n,intermediate,Treatment,,,,,,NA,no,na,na,na,,man,,Lidao Bay,,,intermediate,,,,,4,30,summer,20,,30,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3512799441,mgO2/g h,0.1007129063,4,0.05035645314,,,,,,0.07228088918,mg 02/g h,0.006500390352,4,0.003250195176,,,,,,,,,,,,,,,6600,ug/g,60,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38741665,leaf length (mm),2.019148572,4,1.009574286,,,,,,,,,,,,,,,,12.12899389,,1.619722117,4,0.8098610586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,epis removed pre photosynthetic measurements,y,no,samples were cleaned with 'gauze' - assumed epis removed,
105,29,10,,GH,"Niu, S.","Zhang, P.","Liu,J",2012,"The effect of temperature on the survival, growth, photosynthesis, and respiration of young seedlings of eelgrass Zostera marina L.",Aquaculture,5,China,122ºE,37ºN,2009,subtidal,,,,Zostera,Z. marina,seedling,n,n,y,n,n,n,n,high,Treatment,,,,,,NA,no,na,na,na,,man,,Lidao Bay,,,high,,,,,4,30,summer,20,,30,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07159058224,mgO2/g h,0.02272260344,4,0.01136130172,,,,,,0.1327330813,mg 02/g h,0.01320212023,4,0.006601060114,,,,,,,,,,,,,,,6000,ug/g,100,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98170627,leaf length (mm),1.424175073,4,0.7120875363,,,,,,,,,,,,,,,,5.388441369,,1.181813267,4,0.5909066335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,epis removed pre photosynthetic measurements,y,no,samples were cleaned with 'gauze' - assumed epis removed,
106,29,10,,GH,"Niu, S.","Zhang, P.","Liu,J",2012,"The effect of temperature on the survival, growth, photosynthesis, and respiration of young seedlings of eelgrass Zostera marina L.",Aquaculture,5,China,122ºE,37ºN,2009,subtidal,,,,Zostera,Z. marina,seedling,n,n,y,n,n,n,n,very high,Treatment,,,,,,NA,no,na,na,na,,man,,Lidao Bay,,,very high,,,,,4,30,summer,20,,30,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.408274919,leaf length (mm),1.719952129,4,0.8599760643,,,,,,,,,,,,,,,,0.411958696,,0.1502946424,4,0.07514732119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,no,epis removed pre photosynthetic measurements,y,no,samples were cleaned with 'gauze' - assumed epis removed,
107,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,control,Control,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,control,,,high,,4,5,spring,,,,,,27,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.9360654,mmol 02/g h,75.5678404,4,37.7839202,,,,,,,,,,-59.30777551,mmol 02/g h,-27.04001923,4,-13.52000961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
108,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,medium,Treatment,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,medium,,,high,,4,5,spring,,,,,,30,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4183391,mmol 02/g h,103.6173537,4,51.80867684,,,,,,,,,,-58.19012138,mmol 02/g h,-27.04001923,4,-13.52000961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
109,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,high,Treatment,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,high,,,high,,4,5,spring,,,,,,33,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.5352722,mmol 02/g h,150.05408,4,75.02704002,,,,,,,,,,-61.83151064,mmol 02/g h,-8.508592717,4,-4.254296359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
110,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,control,Control,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,control,,,low,,4,5,spring,,,,,,27,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2003365,mmol 02/g h,84.86960702,4,42.43480351,,,,,,,,,,-40.776349,mmol 02/g h,-17.81035933,4,-8.905179666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
111,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,medium,Treatment,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,medium,,,low,,4,5,spring,,,,,,30,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8020671,mmol 02/g h,57.32484076,4,28.66242038,,,,,,,,,,-30.42903497,mmol 02/g h,-17.59403918,4,-8.797019589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
112,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Halodule,H. unninervis,Adult,n,n,y,y,n,n,y,high,Treatment,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,high,,,low,,4,5,spring,,,,,,33,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5571446,mmol 02/g h,47.87886071,4,23.93943036,,,,,,,,,,-75.82021392,mmol 02/g h,-17.73825261,4,-8.869126307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
113,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Zostera,Z. muelleri,Adult,n,n,y,y,n,n,y,control,Control,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,control,,,high,,4,5,spring,,,,,,27,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.7314025,mmol 02/g h,94.31558707,4,47.15779353,,,,,,,,,,-48.96046148,mmol 02/g h,-27.04001923,4,-13.52000961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
114,30,11,,GH,"Collier, C.J.","Uthicke, S.","Waycott, M.",2011,Thermal tolerance odf two seagrass species at contrasting light levels: Implications for future distribution in the Great Barrier Reef,Limnology and oceanography,5,Australia,146ºE,19ºS,2009,subtidal,,,,Zostera,Z. muelleri,Adult,n,n,y,y,n,n,y,medium,Treatment,,,,,,na,na,na,na,na,na,man,,Magnetic island,,,medium,,,high,,4,5,spring,,,,,,30,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.9077034,mmol 02/g h,84.7975003,4,42.39875015,,,,,,,,,,-47.84280735,mmol 02/g h,-36.48599928,4,-18.24299964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,"full plugs taken, no cleaning described",NR,no,no mention of epiphytes,
